# ----------------------------------------
# consumer.healthday.com
# Pages
# 20220801-20220930
# ----------------------------------------

Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/encyclopedia/pregnancy-33/pregnancy-news-543/labor-six-signs-you-ll-soon-be-there-643327.html,"13,617","12,612",00:04:31,"12,590",92.60%,92.15%,$0.00
/encyclopedia/aging-1/misc-aging-news-10/sex-and-seniors-the-70-year-itch-647575.html,"12,248","10,752",00:02:33,"10,714",88.29%,86.94%,$0.00
/encyclopedia/emotional-health-17/love-sex-and-relationship-health-news-452/premature-ejaculation-causes-and-cures-647412.html,"9,982","9,112",00:03:11,"9,104",91.40%,90.91%,$0.00
/encyclopedia/children-s-health-10/child-development-news-124/yelling-at-children-verbal-abuse-648565.html,"8,548","7,731",00:04:21,"7,704",90.42%,89.76%,$0.00
/encyclopedia/children-s-health-10/child-development-news-124/aggression-ages-6-to-12-645908.html,"8,245","7,526",00:05:10,"7,463",91.01%,90.42%,$0.00
/encyclopedia/children-s-health-10/child-development-news-124/how-to-talk-to-your-child-about-sex-ages-6-to-12-645918.html,"8,191","7,676",00:03:11,"7,597",93.17%,92.72%,$0.00
/encyclopedia/children-s-health-10/child-development-news-124/toilet-training-problems-ages-3-to-6-646320.html,"6,855","6,353",00:03:58,"6,337",92.49%,92.06%,$0.00
/encyclopedia/smoking-and-tobacco-cessation-36/smoking-cessation-news-628/the-hazards-of-herbal-cigarettes-645340.html,"6,689","6,246",00:04:01,"6,230",93.74%,92.93%,$0.00
/encyclopedia/children-s-health-10/child-development-news-124/aggression-ages-3-to-6-645128.html,"6,431","5,894",00:04:23,"5,821",90.72%,90.44%,$0.00
/encyclopedia/children-s-health-10/child-development-news-124/how-to-talk-to-your-child-about-sex-ages-12-to-16-645920.html,"5,414","4,981",00:01:59,"4,932",91.46%,90.49%,$0.00
/encyclopedia/first-aid-and-emergencies-20/emergencies-and-first-aid-news-227/blow-to-the-abdomen-644315.html,"5,400","4,895",00:03:56,"4,889",90.73%,90.37%,$0.00
/encyclopedia/high-blood-pressure-24/blood-pressure-news-70/sex-and-hypertension-645993.html,"5,268","4,604",00:02:32,"4,567",82.84%,84.81%,$0.00
/encyclopedia/children-s-health-10/child-development-news-124/attention-deficit-hyperactivity-disorder-ages-6-to-12-645999.html,"4,609","4,275",00:05:04,"4,262",92.66%,92.32%,$0.00
/encyclopedia/pregnancy-33/pregnancy-news-543/week-01-to-week-04-of-pregnancy-644161.html,"4,275","3,907",00:03:25,"3,904",91.27%,90.92%,$0.00
/encyclopedia/drug-center-16/misc-drugs-news-218/medicines-and-sex-not-always-a-good-mix-646268.html,"4,214","3,859",00:03:19,"3,855",91.54%,91.03%,$0.00
/encyclopedia/children-s-health-10/child-development-news-124/temper-tantrums-ages-3-to-6-646302.html,"3,680","3,412",00:05:16,"3,406",92.81%,92.39%,$0.00
/encyclopedia/first-aid-and-emergencies-20/emergencies-and-first-aid-news-227/blood-in-the-eye-644312.html,"3,248","2,981",00:03:19,"2,976",92.17%,91.23%,$0.00
/encyclopedia/food-and-nutrition-21/food-and-nutrition-news-316/delicious-ways-to-sneak-fiber-into-your-child-s-diet-645559.html,"3,233","2,966",00:04:58,"2,956",91.81%,91.31%,$0.00
/encyclopedia/children-s-health-10/child-development-news-124/stuttering-ages-6-to-12-645682.html,"3,200","2,901",00:04:31,"2,899",90.90%,90.44%,$0.00
/encyclopedia/depression-12/depression-news-176/depression-after-a-breakup-646224.html,"3,067","2,845",00:05:51,"2,844",92.79%,92.53%,$0.00
/encyclopedia/pregnancy-33/pregnancy-news-543/warning-signs-in-pregnancy-643992.html,"3,053","2,820",00:04:13,"2,820",92.20%,92.14%,$0.00
/encyclopedia/children-s-health-10/child-development-news-124/spanking-ages-3-to-6-645608.html,"3,012","2,681",00:05:58,"2,650",88.49%,86.95%,$0.00
/encyclopedia/first-aid-and-emergencies-20/emergencies-and-first-aid-news-227/fainting-and-loss-of-consciousness-644511.html,"2,906","2,628",00:02:42,"2,627",90.37%,90.09%,$0.00
/encyclopedia/children-s-health-10/child-development-news-124/nail-biting-ages-6-to-12-646321.html,"2,893","2,674",00:04:07,"2,656",91.72%,91.29%,$0.00
/encyclopedia/food-and-nutrition-21/food-and-nutrition-news-316/skinny-kids-ages-3-12-645488.html,"2,888","2,617",00:02:27,"2,610",90.23%,90.17%,$0.00
/encyclopedia/substance-abuse-38/misc-alcohol-news-13/alcohol-and-pregnancy-is-it-ever-safe-to-drink-643054.html,"2,841","2,679",00:04:15,"2,677",94.25%,94.09%,$0.00
/encyclopedia/children-s-health-10/kids-ailments-health-news-434/dyslexia-ages-3-to-6-646620.html,"2,734","2,514",00:04:27,"2,505",91.70%,91.51%,$0.00
/encyclopedia/children-s-health-10/child-development-news-124/anxious-child-ages-1-to-3-645909.html,"2,696","2,489",00:03:30,"2,483",92.31%,91.77%,$0.00
/encyclopedia/cancer-8/mis-cancer-news-102/chemotherapy-and-side-effects-648006.html,"2,633","2,409",00:03:37,"2,406",91.90%,91.00%,$0.00
/encyclopedia/children-s-health-10/child-development-news-124/how-to-talk-to-your-child-about-sex-ages-3-to-6-645917.html,"2,562","2,373",00:02:53,"2,351",92.39%,91.45%,$0.00
/encyclopedia/children-s-health-10/child-development-news-124/spanking-the-case-against-it-ages-1-3-646299.html,"2,392","2,182",00:03:41,"2,124",90.44%,89.63%,$0.00
/encyclopedia/digestive-health-14/digestion-health-news-200/gastritis-644525.html,"2,359","2,179",00:04:08,"2,174",92.00%,91.90%,$0.00
/encyclopedia/children-s-health-10/child-development-news-124/lying-ages-12-to-16-645694.html,"2,321","2,138",00:03:17,"2,130",91.46%,91.68%,$0.00
/encyclopedia/children-s-health-10/child-development-news-124/anxious-child-ages-6-to-12-645928.html,"2,319","2,141",00:04:18,"2,131",92.35%,91.55%,$0.00
/encyclopedia/diseases-and-conditions-15/misc-diseases-and-conditions-news-203/measles-vaccine-rash-646442.html,"2,307","2,153",00:04:15,"2,149",93.11%,93.06%,$0.00
/encyclopedia/women-s-health-40/misc-women-s-problem-news-707/hysterectomy-pros-and-cons-647312.html,"2,182","2,006",00:03:45,"2,000",92.00%,91.61%,$0.00
/encyclopedia/pregnancy-33/pregnancy-news-543/bleeding-and-spotting-during-pregnancy-643073.html,"2,170","1,999",00:04:03,"1,989",92.01%,91.75%,$0.00
/encyclopedia/children-s-health-10/child-development-news-124/shyness-ages-12-to-16-645926.html,"2,160","1,974",00:04:13,"1,964",91.09%,90.56%,$0.00
/encyclopedia/exercise-and-fitness-18/misc-health-news-265/walking-off-the-weight-644601.html,"1,988","1,840",00:03:08,"1,828",92.51%,92.05%,$0.00
/encyclopedia/children-s-health-10/child-development-news-124/whining-ages-6-to-12-646007.html,"1,919","1,758",00:04:02,"1,755",92.08%,91.14%,$0.00
/encyclopedia/baby-and-child-care-5/infant-and-child-care-health-news-410/nail-biting-ages-3-to-6-646319.html,"1,899","1,775",00:03:00,"1,740",92.53%,92.21%,$0.00
/encyclopedia/children-s-health-10/child-development-news-124/biting-ages-3-to-6-646611.html,"1,832","1,681",00:04:22,"1,680",91.25%,90.83%,$0.00
/encyclopedia/high-blood-pressure-24/blood-pressure-news-70/walking-after-a-stroke-part-1-645712.html,"1,828","1,537",00:03:14,"1,519",80.97%,81.40%,$0.00
/encyclopedia/digestive-health-14/digestion-health-news-200/nonalcoholic-cirrhosis-644390.html,"1,820","1,634",00:02:56,"1,619",90.12%,88.79%,$0.00
/encyclopedia/diseases-and-conditions-15/misc-diseases-and-conditions-news-203/groin-pain-and-injuries-in-men-646291.html,"1,816","1,696",00:04:04,"1,688",93.19%,93.12%,$0.00
/encyclopedia/pregnancy-33/pregnancy-news-543/urine-tests-during-pregnancy-643994.html,"1,715","1,570",00:04:45,"1,561",91.74%,90.90%,$0.00
/encyclopedia/drug-center-16/misc-drugs-news-218/storing-your-medicine-646535.html,"1,714","1,581",00:03:08,"1,568",92.35%,91.13%,$0.00
/encyclopedia/sexual-health-and-relationships-35/sex-health-news-603/genital-herpes-hsv-2-647753.html,"1,670","1,529",00:05:01,"1,522",91.46%,90.96%,$0.00
/encyclopedia/smoking-and-tobacco-cessation-36/smoking-cessation-news-628/the-risks-of-cigars-645337.html,"1,629","1,518",00:04:16,"1,510",92.45%,92.27%,$0.00
/encyclopedia/children-s-health-10/child-development-news-124/time-outs-ages-1-to-3-646346.html,"1,623","1,479",00:04:45,"1,478",91.41%,90.94%,$0.00
,"343,932","315,576",00:03:38,"312,194",91.62%,90.56%,$0.00

Day Index,Pageviews
8/1/22,"6,088"
8/2/22,"5,885"
8/3/22,"5,908"
8/4/22,"6,026"
8/5/22,"5,766"
8/6/22,"5,816"
8/7/22,"6,294"
8/8/22,"6,781"
8/9/22,"6,418"
8/10/22,"6,420"
8/11/22,"6,366"
8/12/22,"5,904"
8/13/22,"6,216"
8/14/22,"6,797"
8/15/22,"7,411"
8/16/22,"7,543"
8/17/22,"6,923"
8/18/22,"6,862"
8/19/22,"6,834"
8/20/22,"6,559"
8/21/22,"6,951"
8/22/22,"7,573"
8/23/22,"7,995"
8/24/22,"7,877"
8/25/22,"7,359"
8/26/22,"6,548"
8/27/22,"6,058"
8/28/22,"6,116"
8/29/22,"6,995"
8/30/22,"6,638"
8/31/22,"5,846"
9/1/22,"5,475"
9/2/22,"4,891"
9/3/22,"3,564"
9/4/22,"3,759"
9/5/22,"3,991"
9/6/22,"4,125"
9/7/22,"4,204"
9/8/22,"5,158"
9/9/22,"5,041"
9/10/22,"4,656"
9/11/22,"5,007"
9/12/22,"5,706"
9/13/22,"5,649"
9/14/22,"6,025"
9/15/22,"5,899"
9/16/22,"5,535"
9/17/22,"5,087"
9/18/22,"5,408"
9/19/22,"5,463"
9/20/22,"4,726"
9/21/22,"4,389"
9/22/22,"4,373"
9/23/22,"3,959"
9/24/22,"3,446"
9/25/22,"3,877"
9/26/22,"4,428"
9/27/22,"4,334"
9/28/22,"3,042"
9/29/22,"4,177"
9/30/22,"3,765"
,"343,932"
